Variable / Field Name,Form Name,Section Header,Field Type,Field Label,Choices Calculations OR Slider Labels,Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type,VisitID,VisitIDNum
fqfishfried,food_frequency,FISH,radio,"Fish, fried (e.g. battered and fried fillets) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqsalmon,food_frequency,FISH,radio,Salmon or trout (fresh or canned),"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqtuna,food_frequency,FISH,radio,"Tuna or marlin (fresh or canned, not tuna salad) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqtunasalad,food_frequency,FISH,radio,"Tuna salad (incl. in a sandwich, sub or wrap) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbacalao,food_frequency,FISH,radio,Bacalao (salted cod fish),"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqsardine,food_frequency,FISH,radio,Sardines or anchovies ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqotherfish,food_frequency,FISH,radio,"Other fish, not fried (e.g. red snapper, grouper, halibut, cod, haddock, tilapia, Mahi Mahi)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqshfishpor,food_frequency,FISH,radio,"If you eat shellfish, your portion is usually closest to… ","1, 3 ounces or 1/2 cup | 2, 6 ounces or 1 cup | 3, 9 ounces or 1 1/2 cups | 4, 12 ounces or 2 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqfishpor,food_frequency,FISH,radio,"If you eat fish, your portion is usually closest to… (1 fillet = approx. 3 ounces) ","1, 3 ounces or 1/2 cup | 2, 6 ounces or 1 cup | 3, 9 ounces or 1 1/2 cups | 4, 12 ounces or 2 cups or more",(1 filete = aprox. 3 onzas),,,,,,,,,,,,Human Subject Data,,
fqcanfishtype,food_frequency,FISH,radio,"If you eat canned tuna and/or other canned fish, it is usually… ","1, Oil packed | 2, Water packed | 3, Either",,,,,,,,,,,,,Human Subject Data,,
fqtunasaladpor,food_frequency,FISH,radio,"If you eat tuna salad, your portion is usually closest to… (½ cup prepared = approx. ½ of a 6 ounce can & 2 tbsp. mayonnaise) ","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",(1/2 taza preparada = aprox. 1/2 lata de 6 onzas & 2 cucharadas de mayonesa),,,,,,,,,,,,Human Subject Data,,
fqsardinepor,food_frequency,FISH,radio,"If you eat sardines and/ or anchovies, your portion is usually closest to… (1 can = 3.5 ounces) ","1, 1/4 can | 2, 1/2 can | 3, 3/4 can |  4, 1 can or more",(1 lata = 3.5 onzas),,,,,,,,,,,,Human Subject Data,,
fqfishsum,food_frequency,SUMMARY QUESTIONS,radio,How often do you usually eat fish prepared in any way?,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchickcuts,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,Chicken or turkey cold cuts (luncheon meat) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbeefcuts,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,Roast beef cold cuts (luncheon meat) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqhamcuts,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,Ham cold cuts (luncheon meat) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqothercuts,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,"Other luncheon meats (e.g. Salami, Bologna, Corned beef) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqspam,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,"Spam, prepared any style ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqhotdog,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,Hot dogs ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqsausage,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,Sausage (not breakfast type) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbrksausage,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,Breakfast sausage ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbacon,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,"Bacon, beef jerky ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcutstype,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,"If you eat luncheon meat, it is usually… ","1, Regular | 2, Lean/Low-fat  | 3, Extra lean | 4, Fat free",,,,,,,,,,,,,Human Subject Data,,
fqchzsand,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,Do you add cheese to your luncheon meat sandwiches? ,"1, Never | 2, Sometimes| 3, Often/Always",,,,,,,,,,,,,Human Subject Data,,
fqcutspor,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,"If you eat luncheon meat, your portion is usually closest to… ","1, 1 slice | 2, 2 slices | 3, 3 slices | 4, 4 slices or more",,,,,,,,,,,,,Human Subject Data,,
fqhotdogtype,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,"If you eat hot dogs, bacon and/or sausage they are usually…","1, Regular | 2, Low-fat| 3,Chicken or turkey",,,,,,,,,,,,,Human Subject Data,,
fqhotdogpor,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,If you eat hot dogs and/or sausage your portion is usually closest to… ,"1, 1 each | 2, 2 each | 3, 3 each | 4, 4 each or more",,,,,,,,,,,,,Human Subject Data,,
fqbaconpor,food_frequency,"PROCESSED MEAT, SAUSAGE AND BACON",radio,"If you eat bacon, beef jerky and/or breakfast sausage, your portion is usually closest to… ","1, 1 slice or piece | 2, 2 slices or pieces | 3, 3 slices or pieces | 4, 4 slices or pieces or more",,,,,,,,,,,,,Human Subject Data,,
fqmayoketch,food_frequency,CONDIMENTS,radio,Mayo ketchup (mayonnaise and ketchup blend) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqmayo,food_frequency,CONDIMENTS,radio,Mayonnaise or tartar sauce (added to sandwiches or used as dip),"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqdressing,food_frequency,CONDIMENTS,radio,Salad dressing ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqsoysauce,food_frequency,CONDIMENTS,radio,"Soy sauce, teriyaki sauce, barbeque sauce ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqketchup,food_frequency,CONDIMENTS,radio,Ketchup,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqmustard,food_frequency,CONDIMENTS,radio,Mustard,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqkraut,food_frequency,CONDIMENTS,radio,Sauerkraut,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpickle,food_frequency,CONDIMENTS,radio,"Pickles, relish, horseradish ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqolive,food_frequency,CONDIMENTS,radio,Olives,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqgarlic,food_frequency,CONDIMENTS,radio,"Garlic, fresh or powder ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqsour,food_frequency,CONDIMENTS,radio,"Sweet & sour sauce, duck sauce ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqsalsa,food_frequency,CONDIMENTS,radio,Salsa (Mexican style) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqjalapeno,food_frequency,CONDIMENTS,radio,Hot peppers (e.g. jalapeño) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchile,food_frequency,CONDIMENTS,radio,Green tomato or green Chile sauce ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqgravy,food_frequency,CONDIMENTS,radio,"Gravy or white sauce (on meat, potatoes, rice and/or biscuits) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqlemon,food_frequency,CONDIMENTS,radio,"Lemon, lime: wedge or juice ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqherbs,food_frequency,CONDIMENTS,radio,"Herbs, fresh or dried (e.g. cilantro)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcinnamon,food_frequency,CONDIMENTS,radio,Cinnamon ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqadobo,food_frequency,CONDIMENTS,radio,"""Adobo""","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqmayotype,food_frequency,CONDIMENTS,radio,"If you use mayonnaise or mayo ketchup, it is usually… ","1, Regular | 2, Reduced Fat/Light | 3, Fat free",,,,,,,,,,,,,Human Subject Data,,
fqmayopor,food_frequency,CONDIMENTS,radio,"If you use mayonnaise or mayo ketchup, your portion is usually closest to… ","1, 1 tablespoon | 2, 2 tablespoons | 3, 3 tablespoons | 4, 4 tablespoons or more",,,,,,,,,,,,,Human Subject Data,,
fqdressingtype,food_frequency,CONDIMENTS,radio,"If you use salad dressing, it is usually… ","1, Creamy | 2, Clear | 3, Both",,,,,,,,,,,,,Human Subject Data,,
fqdressingfat,food_frequency,CONDIMENTS,radio,"If you use salad dressing, it is usually… ","1, Regular | 2, Reduced fat/Low calorie | 3, Fat free",,,,,,,,,,,,,Human Subject Data,,
fqdressingpor,food_frequency,CONDIMENTS,radio,"If you use salad dressing, your portion is usually closest to…","1, 1 tablespoon | 2, 2 tablespoons | 3, 3 tablespoons | 4, 4 tablespoons or more",,,,,,,,,,,,,Human Subject Data,,
fqsaucepor,food_frequency,CONDIMENTS,radio,"If you use sauces, ketchup, mustard and/or relish, your portion is usually closest to… ","1, 1 teaspoon | 2, 2 teaspoons | 3, 3 teaspoons | 4, 4 teaspoons or more",,,,,,,,,,,,,Human Subject Data,,
fqsalsapor,food_frequency,CONDIMENTS,radio,"If you use salsa (Mexican style), hot peppers and/or duck sauce, your portion is usually closest to… ","1, 1 tablespoon | 2, 2 tablespoons | 3, 3 tablespoons | 4, 4 tablespoons or more",,,,,,,,,,,,,Human Subject Data,,
fqgravypor,food_frequency,CONDIMENTS,radio,"If you use gravy or white sauce, your portion is usually closest to… ","1, 1/4 cup | 2, 1/2 cup | 3, 3/4 cup | 4, 1 cup or more",,,,,,,,,,,,,Human Subject Data,,
fqherbtype,food_frequency,CONDIMENTS,radio,"If you cook with garlic and/or herbs, you use mostly… ","1, Fresh | 2, Dried | 3, Both",,,,,,,,,,,,,Human Subject Data,,
fqclamsoup,food_frequency,SOUP,radio,"New England clam, cream-based fish chowder, or tomato-based Manhattan clam chowder ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcreamsoup,food_frequency,SOUP,radio,"Other cream-based soup (e.g. corn chowder, cream of vegetable) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbeansoup,food_frequency,SOUP,radio,"Bean, pea or lentil soup ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqhomesoup,food_frequency,SOUP,radio,"Homemade or home-style soup, w/meat or chicken (e.g. gumbo) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqveghomesoup,food_frequency,SOUP,radio,"Homemade or home-style soup, without meat ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchicksoup,food_frequency,SOUP,radio,"Chicken noodle, ramen noodle and/or chicken rice soup: canned or instant","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqvegsoup,food_frequency,SOUP,radio,"Vegetable and/or tomato based soup: canned or instant (e.g. veg. beef, minestrone) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqhomesouppor,food_frequency,SOUP,radio,"If you eat homemade or home-style soup, your portion is usually closest to… ","1, 1 cup | 2, 2 cups | 3, 3 cups | 4, 4 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqcansouppor,food_frequency,SOUP,radio,"If you eat canned or instant soup, your portion (prepared amount) is usually closest to… ","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqmilk,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Milk, plain (incl. soymilk; as beverage, not in cereal or coffee/tea) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchocmilk,food_frequency,DAIRY PRODUCTS AND EGGS,radio,Chocolate or flavored milk ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchzhard,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Cheese, hard (e.g. cheddar, parmesan, Swiss) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchzsoft,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Cheese, soft (e.g. mozzarella, brie, farmer’s style) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchzprocess,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Cheese, processed (American slices, Velveeta) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchzspread,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Cheese spreads or dips, or sour cream ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqchzcottage,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Cottage cheese, fresh or farmers","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqyogurt,food_frequency,DAIRY PRODUCTS AND EGGS,radio,Yogurt (not frozen) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqeggs,food_frequency,DAIRY PRODUCTS AND EGGS,radio,Eggs (e.g. soft or hard boiled) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqeggsfried,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Eggs (e.g. fried, scrambled, omelets) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqeggsalad,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"Egg salad (incl. in a sandwich, sub or wrap) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqfastegg,food_frequency,DAIRY PRODUCTS AND EGGS,radio,Fast food egg sandwich,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqmilktype,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you drink milk and/or flavored milk, it is usually… ","1, Skim/Nonfat or 1% | 2, 2% | 3, Whole | 4, Soymilk | 5, Lactose-free (e.g. Lactaid)",,,,,,,,,,,,,Human Subject Data,,
fqmilkpor,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you drink milk and/or flavored milk, your portion is usually closest to… ","1, 4 fl. ounces | 2, 8 fl. ounces (1 cup) | 3, 12 fl. ounces | 4, 16 fl. ounces or more",,,,,,,,,,,,,Human Subject Data,,
fqchztype,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you eat cheese, it is usually… ","1, Regular | 2, Low/Reduced fat | 3, Nonfat/Fat free",,,,,,,,,,,,,Human Subject Data,,
fqchzpor,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you eat cheese, your portion is usually closest to… ","1, 1 slice or 2 tablespoons | 2, 2 slices or 3 tablespoons | 3, 3 slices or 4 tablespoons | 4, 4 slices or 5 tablespoons or more",(1 rebanada = 1 onza),,,,,,,,,,,,Human Subject Data,,
fqchzcottagepor,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you eat cottage cheese, your portion is usually closest to… ","1, 1/4 cup | 2, 1/2 cup | 3, 3/4 cup | 4, 1 cup or more",,,,,,,,,,,,,Human Subject Data,,
fqyogurttype,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you eat yogurt, it is usually… ","1, Regular | 2, Low/Reduced fat| 3, Nonfat/Fat free | 4, Light/No sugar added",,,,,,,,,,,,,Human Subject Data,,
fqyogurtpor,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you eat yogurt, your portion is usually closest to… (1 yogurt container = 1 cup)","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",(1 vaso mediano de yogurt = 1 taza = 8 onzas),,,,,,,,,,,,Human Subject Data,,
fqeggspor,food_frequency,DAIRY PRODUCTS AND EGGS,radio,"If you eat eggs, your portion is usually closest to… ","1, 1 egg | 2, 2 eggs | 3, 3 eggs | 4, 4 eggs or more",(1/4 taza de substituto de huevo = 1 huevo) 1,,,,,,,,,,,,Human Subject Data,,
