Variable / Field Name,Form Name,Section Header,VisitID,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type
mr3othrtestresult1,med_rec_v3,PRENATAL LABORATORY TESTS,,text,Test Result (1),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data
mr3othrtest2,med_rec_v3,PRENATAL LABORATORY TESTS,,text,Test Name (2),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data
mr3othrtestdate2,med_rec_v3,PRENATAL LABORATORY TESTS,,text,Test Date (2),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data
mr3othrtestresult2,med_rec_v3,PRENATAL LABORATORY TESTS,,text,Test Result (2),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data
mr3othrtest3,med_rec_v3,PRENATAL LABORATORY TESTS,,text,Test Name (3),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data
mr3othrtestdate3,med_rec_v3,PRENATAL LABORATORY TESTS,,text,Test Date (3),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data
mr3othrtestresult3,med_rec_v3,PRENATAL LABORATORY TESTS,,text,Test Result (3),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data
mr3cbc1,med_rec_v3,CBC,,radio,CBC Results:,"0, Not Reported | 1, Yes",,,,,,,,,,,,,Human Subject Data
mr3testlabdate,med_rec_v3,CBC,,text,CBD Date:,,MM-DD-YYYY,date_mdy,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3cbc,med_rec_v3,CBC,,text,Hgb:,,gm/dl,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3rbc,med_rec_v3,CBC,,text,RBC:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3hct,med_rec_v3,CBC,,text,HCT:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3mcv,med_rec_v3,CBC,,text,MCV:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3mch,med_rec_v3,CBC,,text,MCHC:,,,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3mchc,med_rec_v3,CBC,,text,MCHC:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3plts,med_rec_v3,CBC,,text,Platelets:,,,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3wbc,med_rec_v3,CBC,,text,WBC (Totals),,,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3neutrph,med_rec_v3,WBC DIFERENCIAL,,text,Neutrophils:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3lymphs,med_rec_v3,WBC DIFERENCIAL,,text,Lymphocytes:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3monocts,med_rec_v3,WBC DIFERENCIAL,,text,Monocytes:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3eosinphs,med_rec_v3,WBC DIFERENCIAL,,text,Eosinophils:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3basphs,med_rec_v3,WBC DIFERENCIAL,,text,Basophils:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3bands,med_rec_v3,WBC DIFERENCIAL,,text,Bands:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3othrlab1,med_rec_v3,WBC DIFERENCIAL,,text,Other Test Ordered (1):,,25 characters,,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3othrlab2,med_rec_v3,WBC DIFERENCIAL,,text,Other Test Ordered (2):,,25 characters,,,,,[mr3cbc1]='1',,,,,,,Human Subject Data
mr3ucult,med_rec_v3,URINE CULTURE,,radio,Urine Culture:,"0, Not Ordered | 1, Yes",,,,,,,,,,,,,Human Subject Data
mr3urineculture,med_rec_v3,URINE CULTURE,,text,Urine Culture Date:,,MM-DD-YYYY,date_mdy,,,,[mr3ucult]='1',,,,,,,Human Subject Data
mr3resluc,med_rec_v3,URINE CULTURE,,radio,Urine Culture Result:,"0, No Growth after 48 hours of incubation | 1, Positive | 2, Negative",,,,,,[mr3ucult]='1',,,,,,,Human Subject Data
mr3morgm,med_rec_v3,URINE CULTURE,,text,Organism Isolated:,,25 characters,,,,,[mr3resluc]='1',,,,,,,Human Subject Data
mr3count,med_rec_v3,URINE CULTURE,,text,Colony Count (UFC/ml):,,UFC/ml,number,,,,[mr3resluc]='1',,,,,,,Human Subject Data
mr3countneg,med_rec_v3,URINE CULTURE,,text,Colony Count (UFC/ml):,,UFC/ml,number,,,,[mr3resluc]='2',,,,,,,Human Subject Data
mr3morgmneg,med_rec_v3,URINE CULTURE,,text,Organism Isolated:,,25 characters,,,,,[mr3resluc]='2',,,,,,,Human Subject Data
mr3urinalys,med_rec_v3,URINALYSIS,,radio,Urinalysis:,"0, Not Reported | 1, Yes",,,,,,,,,,,,,Human Subject Data
mr3uadate,med_rec_v3,URINALYSIS,,text,Urinalysis Date:,,MM-DD-YYYY,date_mdy,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3colr,med_rec_v3,URINALYSIS,,text,Color:,,25 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3aspct,med_rec_v3,URINALYSIS,,text,Clarity:,,25 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3densd,med_rec_v3,URINALYSIS,,text,Specific Gravity:,,,number,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3ph,med_rec_v3,URINALYSIS,,text,pH:,,,number,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3gluc,med_rec_v3,URINALYSIS,,text,Glucose:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3prot,med_rec_v3,URINALYSIS,,text,Proteins:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3blood,med_rec_v3,URINALYSIS,,text,Blood:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3ketbs,med_rec_v3,URINALYSIS,,text,Ketones:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3urobil,med_rec_v3,URINALYSIS,,text,Urobilinogen:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3bil,med_rec_v3,URINALYSIS,,text,Bilirrubin:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3casts,med_rec_v3,URINALYSIS,,text,Casts:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3caststype,med_rec_v3,URINALYSIS,,text,Cast Type:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3cil,med_rec_v3,URINALYSIS,,text,Cylinders:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3erits,med_rec_v3,URINALYSIS,,text,Erythrocytes:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3epithcells,med_rec_v3,URINALYSIS,,text,Epithelial Cells:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3cryst,med_rec_v3,URINALYSIS,,text,Crystals:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3bacts,med_rec_v3,URINALYSIS,,text,Bacterias:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3fungs,med_rec_v3,URINALYSIS,,text,Fungi:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3filmts,med_rec_v3,URINALYSIS,,text,Filaments:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3uaaltns,med_rec_v3,URINALYSIS,,radio,Others:,"0, No | 1, Yes",,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data
mr3uaothrs,med_rec_v3,URINALYSIS,,text,Others (Specify):,,150 characters,,,,,[mr3uaaltns]='1',,,,,,,Human Subject Data
date,product_use,unlabelled,,text,Fecha del cuestionario,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
visitid,product_use,unlabelled,,radio,Numero de Visita,"1, V1 (16-20 Semanas) | 2, V2 (20-24 Semanas) | 3, V3 (24-28 Semanas)",,,,,,,,,,,,,Human Subject Data
urinetime,product_use,unlabelled,,text,Hora de Muestra de Orina Hora Militar (hh:mm) (1:00pm = 13:00),,,time,12:01:00 AM,11:59:00 PM,,,y,,,,,,Human Subject Data
puinterviewer,product_use,unlabelled,,radio,�Qui�n llen� el cuestionario?,"1, Camille Rivera | 2, Dalitza Ram�n | 3, Liza Anzalota | 4, Marilyn Alicea | 5, Janisse Cabrera | 6, Abigail Figueroa | 7, Participante| 8, Another Interviewer",,,,,,,,,,,,,Human Subject Data
puotherinterviewer,product_use,unlabelled,,text,Nombre del Entrevistador,,,,,,,[puinterviewer]='8',,,,,,,Human Subject Data
deodor,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Uso de desodorante,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
deodor97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca del desodorante,,35 Letras,,,,,[deodor]='1',,,,,,,Human Subject Data
deodorff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[deodor]='1',,,,,,,Human Subject Data
hairspray,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,"Gel de Pelo/""Spray""","1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
hairspray97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[hairspray]='1',,,,,,,Human Subject Data
hairsprayff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[hairspray]='1',,,,,,,Human Subject Data
condition,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Acondicionador de Pelo,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
condition97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[condition]='1',,,,,,,Human Subject Data
conditionff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[condition]='1',,,,,,,Human Subject Data
shampoo,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Champu,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
shampoo97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[shampoo]='1',,,,,,,Human Subject Data
shampooff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[shampoo]='1',,,,,,,Human Subject Data
otherhair,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,"Otros productos de cuidado del cabello ( ""Mouse"", blanqueador de pelo, alisados) I","1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
otherhair97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[otherhair]='1',,,,,,,Human Subject Data
otherhairff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[otherhair]='1',,,,,,,Human Subject Data
otherhair2,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,"Otros productos de cuidado del cabello ( ""Mouse"", blanqueador de pelo, alisados) II","1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
otherhair297,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[otherhair2]='1',,,,,,,Human Subject Data
otherhair2ff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[otherhair2]='1',,,,,,,Human Subject Data
otherhair3,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,"Otros productos de cuidado del cabello ( ""Mouse"", blanqueador de pelo, alisados) III","1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
otherhair397,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[otherhair3]='1',,,,,,,Human Subject Data
otherhair3ff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[otherhair3]='1',,,,,,,Human Subject Data
perfume,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Perfume o Colonia,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
perfume97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[perfume]='1',,,,,,,Human Subject Data
perfumeff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[perfume]='1',,,,,,,Human Subject Data
barsoap,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Barra de Jab�n,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
barsoap97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[barsoap]='1',,,,,,,Human Subject Data
barsoapff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[barsoap]='1',,,,,,,Human Subject Data
liqsoap,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Jab�n L�quido,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
liqsoap97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[liqsoap]='1',,,,,,,Human Subject Data
liqsoapff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[liqsoap]='1',,,,,,,Human Subject Data
lotion,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Loci�n de manos/ cuerpo,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
lotion97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[lotion]='1',,,,,,,Human Subject Data
lotionff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[lotion]='1',,,,,,,Human Subject Data
shave,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Crema de afeitar,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
shave97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[shave]='1',,,,,,,Human Subject Data
shaveff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[shave]='1',,,,,,,Human Subject Data
cosmetic,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,"Cosm�ticos de color (tinte de pelo, base, ""blush"", sombra, delineador de ojos, m�scara)","1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
cosmetic97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[cosmetic]='1',,,,,,,Human Subject Data
cosmeticff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[cosmetic]='1',,,,,,,Human Subject Data
suntan,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Bronceador solar,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
suntan97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[suntan]='1',,,,,,,Human Subject Data
suntanff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[suntan]='1',,,,,,,Human Subject Data
npolish,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Esmalte para u�as,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
npolish97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[npolish]='1',,,,,,,Human Subject Data
npolishff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[npolish]='1',,,,,,,Human Subject Data
fpolish,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Lustra muebles,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
fpolish97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[fpolish]='1',,,,,,,Human Subject Data
fpolishff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[fpolish]='1',,,,,,,Human Subject Data
cleaner,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Limpiadores,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
cleaner97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[cleaner]='1',,,,,,,Human Subject Data
cleanerff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[cleaner]='1',,,,,,,Human Subject Data
floorwax,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Cera de piso,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
floorwax97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[floorwax]='1',,,,,,,Human Subject Data
floorwaxff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[floorwax]='1',,,,,,,Human Subject Data
fabsoft,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Suavizador de ropa,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
fabsoft97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[fabsoft]='1',,,,,,,Human Subject Data
fabsoftff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[fabsoft]='1',,,,,,,Human Subject Data
detergent,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Detergente de lavar,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
detergent97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[detergent]='1',,,,,,,Human Subject Data
detergentff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[detergent]='1',,,,,,,Human Subject Data
starch,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Almid�n,"1, S� | 0, No | 888, Reh�sa | 999, No Sabe",,,,,,,,,,,,,Human Subject Data
starch97,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,text,Especifique la marca,,35 Letras,,,,,[starch]='1',,,,,,,Human Subject Data
starchff,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,&iquest Esta libre de fragancia el producto?,"1, S� | 0, No | 999, No Sabe",,,,,,[starch]='1',,,,,,,Human Subject Data
vinylglov,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Guantes o botas de vinyl,"1, S� | 0, No",,,,,,,,,,,,,Human Subject Data
vinylcoat,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Abrigo de lluvia de vinyl,"1, S� | 0, No",,,,,,,,,,,,,Human Subject Data
vinylcurtain,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Cortina de bano de vinyl,"1, S� | 0, No",,,,,,,,,,,,,Human Subject Data
paint,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Pintura,"1, S� | 0, No",,,,,,,,,,,,,Human Subject Data
solvent,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Solventes,"1, S� | 0, No",,,,,,,,,,,,,Human Subject Data
carwax,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,"Cera de carro/""Armorall""","1, S� | 0, No",,,,,,,,,,,,,Human Subject Data
pestuse,product_use,Favor de indicar si ha usado cualquiera de los siguientes productos en las pasadas 48 horas,,radio,Pesticidas (Casa/Grama),"1, S� | 0, No",,,,,,,,,,,,,Human Subject Data
